orgsize,salary
20 to 99 employees,127968
20 to 99 employees,38388
1000 to 4999 employees,81733
10 to 19 employees,21756
100 to 499 employees,265300
10 to 19 employees,49644
500 to 999 employees,74651
20 to 99 employees,42228
1000 to 4999 employees,85320
Just me,33480
1000 to 4999 employees,74651
1000 to 4999 employees,75480
100 to 499 employees,31992
100 to 499 employees,103419
Just me,191964
100 to 499 employees,95979
2 to 9 employees,51192
10 to 19 employees,76788
2 to 9 employees,59720
100 to 499 employees,51924
1000 to 4999 employees,63984
100 to 499 employees,55500
2 to 9 employees,44790
1000 to 4999 employees,81733
10000 or more employees,49009
1000 to 4999 employees,55455
500 to 999 employees,60307
I don’t know,90588
10000 or more employees,36792
2 to 9 employees,19200
20 to 99 employees,7738
2 to 9 employees,42657
10 to 19 employees,127968
1000 to 4999 employees,31176
10000 or more employees,47990
10 to 19 employees,95979
1000 to 4999 employees,59720
10000 or more employees,15264
2 to 9 employees,79983
100 to 499 employees,63986
100 to 499 employees,69318
2 to 9 employees,72800
10000 or more employees,51512
20 to 99 employees,55455
20 to 99 employees,400000
10000 or more employees,83256
10000 or more employees,55455
5000 to 9999 employees,145000
20 to 99 employees,79983
100 to 499 employees,92780
2 to 9 employees,52769
20 to 99 employees,77700
100 to 499 employees,85315
10000 or more employees,74928
20 to 99 employees,422304
20 to 99 employees,87865
500 to 999 employees,41628
500 to 999 employees,69318
10 to 19 employees,51619
10000 or more employees,104964
Just me,68365
10000 or more employees,94230
100 to 499 employees,31992
1000 to 4999 employees,56538
10000 or more employees,81666
1000 to 4999 employees,95976
Just me,25596
20 to 99 employees,13200
1000 to 4999 employees,55258
20 to 99 employees,20484
20 to 99 employees,7740
500 to 999 employees,12492
100 to 499 employees,108000
20 to 99 employees,18572
10000 or more employees,138203
100 to 499 employees,38392
100 to 499 employees,7738
2 to 9 employees,85315
100 to 499 employees,383916
10 to 19 employees,44796
100 to 499 employees,100245
1000 to 4999 employees,64076
100 to 499 employees,53322
20 to 99 employees,28788
20 to 99 employees,35179
100 to 499 employees,113075
20 to 99 employees,96852
20 to 99 employees,74651
2 to 9 employees,19200
10000 or more employees,58272
20 to 99 employees,10836
10 to 19 employees,44796
100 to 499 employees,64076
2 to 9 employees,63984
100 to 499 employees,57588
10000 or more employees,95979
20 to 99 employees,24216
10000 or more employees,67186
20 to 99 employees,4332
5000 to 9999 employees,38772
Just me,3096
100 to 499 employees,16800
100 to 499 employees,95541
2 to 9 employees,2988
10000 or more employees,27194
500 to 999 employees,31993
100 to 499 employees,53322
100 to 499 employees,62223
1000 to 4999 employees,55500
1000 to 4999 employees,40205
1000 to 4999 employees,81666
1000 to 4999 employees,50940
20 to 99 employees,4643
20 to 99 employees,6552
10 to 19 employees,27024
500 to 999 employees,113761
20 to 99 employees,9552
Just me,33276
100 to 499 employees,75384
1000 to 4999 employees,81666
10 to 19 employees,3588
I don’t know,88514
10 to 19 employees,56675
2 to 9 employees,180000
500 to 999 employees,90460
1000 to 4999 employees,23215
100 to 499 employees,111312
1000 to 4999 employees,84456
20 to 99 employees,447900
20 to 99 employees,72518
10000 or more employees,159966
10000 or more employees,42996
100 to 499 employees,96114
100 to 499 employees,81666
Just me,228152
2 to 9 employees,3276
20 to 99 employees,79153
100 to 499 employees,26316
20 to 99 employees,33300
1000 to 4999 employees,29436
10000 or more employees,150767
5000 to 9999 employees,27756
20 to 99 employees,63986
10 to 19 employees,9264
1000 to 4999 employees,154607
Just me,26661
2 to 9 employees,33923
100 to 499 employees,38388
5000 to 9999 employees,360756
I don’t know,106644
10 to 19 employees,130000
20 to 99 employees,117308
10000 or more employees,34822
10000 or more employees,288
2 to 9 employees,9600
100 to 499 employees,90647
2 to 9 employees,69102
1000 to 4999 employees,57588
20 to 99 employees,97605
100 to 499 employees,66119
1000 to 4999 employees,53322
1000 to 4999 employees,106793
100 to 499 employees,54360
10000 or more employees,150767
20 to 99 employees,17340
1000 to 4999 employees,38856
20 to 99 employees,117308
10000 or more employees,62820
2 to 9 employees,25980
2 to 9 employees,47990
500 to 999 employees,21756
2 to 9 employees,60307
20 to 99 employees,40200
5000 to 9999 employees,63986
Just me,120000
10000 or more employees,38692
10000 or more employees,138637
2 to 9 employees,3408
1000 to 4999 employees,58872
2 to 9 employees,4620
10000 or more employees,60787
10 to 19 employees,22764
10000 or more employees,191959
5000 to 9999 employees,10548
1000 to 4999 employees,33276
100 to 499 employees,105537
10000 or more employees,127972
1000 to 4999 employees,74651
10 to 19 employees,64632
500 to 999 employees,4
500 to 999 employees,17736
20 to 99 employees,70380
5000 to 9999 employees,30953
1000 to 4999 employees,62223
2 to 9 employees,44796
2 to 9 employees,7800
1000 to 4999 employees,124103
100 to 499 employees,53322
20 to 99 employees,16620
500 to 999 employees,69318
5000 to 9999 employees,38856
100 to 499 employees,3096
20 to 99 employees,69372
10000 or more employees,15477
1000 to 4999 employees,64980
Just me,206839
10000 or more employees,83184
100 to 499 employees,47115
10000 or more employees,149301
5000 to 9999 employees,43200
10 to 19 employees,71748
100 to 499 employees,70001
100 to 499 employees,117126
20 to 99 employees,103419
500 to 999 employees,51853
1000 to 4999 employees,38320
20 to 99 employees,55032
20 to 99 employees,23462
20 to 99 employees,21828
100 to 499 employees,12
100 to 499 employees,18312
20 to 99 employees,27641
10000 or more employees,59436
100 to 499 employees,47990
500 to 999 employees,26364
2 to 9 employees,30708
2 to 9 employees,15477
1000 to 4999 employees,51192
100 to 499 employees,25884
10000 or more employees,60787
10000 or more employees,98195
20 to 99 employees,16632
1000 to 4999 employees,89975
500 to 999 employees,53322
5000 to 9999 employees,95339
1000 to 4999 employees,120000
100 to 499 employees,130000
100 to 499 employees,170630
2 to 9 employees,28794
10000 or more employees,140000
500 to 999 employees,61853
10000 or more employees,46320
500 to 999 employees,157049
10000 or more employees,89797
2 to 9 employees,57588
10 to 19 employees,73883
1000 to 4999 employees,53748
10000 or more employees,49908
100 to 499 employees,9157
10000 or more employees,253946
100 to 499 employees,6816
I don’t know,31992
5000 to 9999 employees,68828
10000 or more employees,38692
100 to 499 employees,71664
1000 to 4999 employees,460704
10000 or more employees,180000
10000 or more employees,87000
1000 to 4999 employees,5088
100 to 499 employees,8
10 to 19 employees,63984
10000 or more employees,41625
2 to 9 employees,31410
10000 or more employees,75384
2 to 9 employees,58563
20 to 99 employees,59604
20 to 99 employees,17916
100 to 499 employees,37584
500 to 999 employees,63984
1000 to 4999 employees,28988
5000 to 9999 employees,66026
10000 or more employees,28374
Just me,85315
5000 to 9999 employees,74651
2 to 9 employees,18192
2 to 9 employees,82736
100 to 499 employees,6684
2 to 9 employees,33923
1000 to 4999 employees,82922
Just me,90000
10000 or more employees,32243
5000 to 9999 employees,61907
1000 to 4999 employees,85315
10 to 19 employees,76788
10000 or more employees,41568
100 to 499 employees,21756
10000 or more employees,41271
100 to 499 employees,27516
5000 to 9999 employees,287940
2 to 9 employees,28020
5000 to 9999 employees,150000
500 to 999 employees,95979
20 to 99 employees,16404
1000 to 4999 employees,85315
100 to 499 employees,156168
500 to 999 employees,67044
2 to 9 employees,54072
2 to 9 employees,78432
10000 or more employees,159966
100 to 499 employees,180000
2 to 9 employees,44796
100 to 499 employees,43191
5000 to 9999 employees,97500
20 to 99 employees,67152
100 to 499 employees,139616
20 to 99 employees,42228
500 to 999 employees,106644
20 to 99 employees,190000
20 to 99 employees,69318
10 to 19 employees,100511
10 to 19 employees,72000
10000 or more employees,90096
20 to 99 employees,41628
10000 or more employees,60000
500 to 999 employees,127972
10000 or more employees,85315
20 to 99 employees,64860
20 to 99 employees,21420
1000 to 4999 employees,51192
100 to 499 employees,145872
100 to 499 employees,98904
10000 or more employees,400000
5000 to 9999 employees,150000
10000 or more employees,16824
5000 to 9999 employees,195210
100 to 499 employees,42657
500 to 999 employees,53322
Just me,71748
500 to 999 employees,34126
20 to 99 employees,18036
10000 or more employees,75384
2 to 9 employees,49641
2 to 9 employees,46596
20 to 99 employees,7176
2 to 9 employees,53322
20 to 99 employees,64029
100 to 499 employees,140000
10 to 19 employees,13716
10 to 19 employees,56521
100 to 499 employees,26880
2 to 9 employees,23040
10000 or more employees,174048
100 to 499 employees,51600
Just me,140551
20 to 99 employees,3733
2 to 9 employees,375000
20 to 99 employees,110563
20 to 99 employees,92002
Just me,78396
10000 or more employees,26661
2 to 9 employees,66119
10000 or more employees,180000
10 to 19 employees,7536
20 to 99 employees,150000
100 to 499 employees,74460
10 to 19 employees,76788
100 to 499 employees,145000
100 to 499 employees,100511
100 to 499 employees,93846
100 to 499 employees,20892
1000 to 4999 employees,28788
500 to 999 employees,106644
100 to 499 employees,12897
5000 to 9999 employees,17448
10 to 19 employees,102000
100 to 499 employees,17280
I don’t know,255948
10 to 19 employees,37392
100 to 499 employees,30927
20 to 99 employees,42657
10000 or more employees,111976
5000 to 9999 employees,101509
20 to 99 employees,50256
20 to 99 employees,30000
10000 or more employees,22548
10 to 19 employees,480
100 to 499 employees,113234
10000 or more employees,15600
2 to 9 employees,26661
1000 to 4999 employees,56136
500 to 999 employees,101200
100 to 499 employees,117000
Just me,37692
10000 or more employees,70000
100 to 499 employees,201023
100 to 499 employees,90647
100 to 499 employees,17280
1000 to 4999 employees,85315
1000 to 4999 employees,187000
2 to 9 employees,7476
100 to 499 employees,12897
2 to 9 employees,87948
100 to 499 employees,7476
10 to 19 employees,1800
10000 or more employees,83182
20 to 99 employees,66948
20 to 99 employees,35832
1000 to 4999 employees,49956
1000 to 4999 employees,72516
20 to 99 employees,125000
20 to 99 employees,1080
10000 or more employees,53322
5000 to 9999 employees,67233
5000 to 9999 employees,160000
10000 or more employees,60000
2 to 9 employees,150000
2 to 9 employees,120000
5000 to 9999 employees,118101
20 to 99 employees,145000
20 to 99 employees,113761
1000 to 4999 employees,83550
1000 to 4999 employees,106644
10 to 19 employees,32280
500 to 999 employees,47796
20 to 99 employees,160000
5000 to 9999 employees,51512
10 to 19 employees,70276
10 to 19 employees,72264
2 to 9 employees,108336
Just me,31993
10000 or more employees,50755
1000 to 4999 employees,138000
1000 to 4999 employees,179352
10 to 19 employees,8100
20 to 99 employees,53748
20 to 99 employees,28308
2 to 9 employees,40631
20 to 99 employees,113000
1000 to 4999 employees,200000
500 to 999 employees,83653
20 to 99 employees,20928
100 to 499 employees,54388
500 to 999 employees,7980
20 to 99 employees,35964
100 to 499 employees,93701
1000 to 4999 employees,13188
500 to 999 employees,106000
10000 or more employees,120000
10000 or more employees,173000
20 to 99 employees,22549
100 to 499 employees,210000
100 to 499 employees,175000
20 to 99 employees,45857
20 to 99 employees,75384
10000 or more employees,18056
100 to 499 employees,34548
10 to 19 employees,11964
1000 to 4999 employees,35192
10 to 19 employees,43974
20 to 99 employees,53322
10 to 19 employees,18552
100 to 499 employees,191959
500 to 999 employees,49
20 to 99 employees,100511
Just me,180000
500 to 999 employees,71837
500 to 999 employees,230000
20 to 99 employees,100000
500 to 999 employees,159966
20 to 99 employees,34812
I don’t know,4164
10 to 19 employees,106793
10000 or more employees,150000
5000 to 9999 employees,74651
Just me,19944
20 to 99 employees,29580
10000 or more employees,96000
2 to 9 employees,62052
10000 or more employees,110000
20 to 99 employees,48624
20 to 99 employees,56538
1000 to 4999 employees,22440
100 to 499 employees,54384
20 to 99 employees,94230
500 to 999 employees,90000
500 to 999 employees,200000
5000 to 9999 employees,44400
10000 or more employees,43724
10 to 19 employees,70385
10 to 19 employees,90000
20 to 99 employees,62467
20 to 99 employees,19200
20 to 99 employees,63986
20 to 99 employees,53097
100 to 499 employees,96000
10000 or more employees,42600
5000 to 9999 employees,160000
10000 or more employees,118000
10 to 19 employees,95000
10 to 19 employees,4212
5000 to 9999 employees,150000
20 to 99 employees,42657
10 to 19 employees,95979
500 to 999 employees,78084
2 to 9 employees,66000
1000 to 4999 employees,161244
5000 to 9999 employees,233160
10000 or more employees,49092
10000 or more employees,38392
20 to 99 employees,101509
5000 to 9999 employees,160000
20 to 99 employees,187000
100 to 499 employees,18060
100 to 499 employees,175000
2 to 9 employees,7500
10 to 19 employees,93000
100 to 499 employees,48168
20 to 99 employees,179593
I don’t know,80000
5000 to 9999 employees,67296
100 to 499 employees,76000
500 to 999 employees,170000
1000 to 4999 employees,160000
5000 to 9999 employees,210000
10000 or more employees,66372
100 to 499 employees,106644
20 to 99 employees,36561
5000 to 9999 employees,138000
20 to 99 employees,69318
20 to 99 employees,165000
100 to 499 employees,190000
100 to 499 employees,160000
20 to 99 employees,48000
I don’t know,24312
20 to 99 employees,23462
100 to 499 employees,46248
100 to 499 employees,165000
20 to 99 employees,72871
100 to 499 employees,7738
20 to 99 employees,50000
20 to 99 employees,130000
20 to 99 employees,58563
100 to 499 employees,101509
1000 to 4999 employees,112000
1000 to 4999 employees,78084
20 to 99 employees,105000
2 to 9 employees,37325
20 to 99 employees,7428
